,age,num_previous_recidivisms,race_Caucasian,race_Hispanic,race_Other,gender_Male,registeredSexOffender_TRUE,violentOffender_TRUE,gangMember_x_TRUE,homeless_TRUE,DNACollected_TRUE,employmentStatus_Full_Time,employmentStatus_Part_Time,employmentStatus_Unemployed,HighestEducationLevel_High_School_Diploma,HighestEducationLevel_No_HS_Diploma,HighestEducationLevel_Some_College,licenseStatus_Not_Suspended,licenseStatus_Suspended,time_in_Work_Release (month),time_in_Monitoring (month),recidivism,time_to_recidivism_months,time_to_recidivism_category
32396,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.102718862,0.106009902,1,10.333333333333334,9 to 12
32397,29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.469347471,10.59624333,0,,
32398,34,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.553000178,12.39242598,0,,
32399,25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.78224681,2.91095545,1,26.066666666666666,24 to 27
32400,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2.208682038,18.65839135,0,,
32401,60,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5.908560026,3.233662667,0,,
32402,31,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,5.612268186,0.640598107,0,,
32403,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629412009,8.561077668,0,,
32404,76,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1.832095835,10.47981027,0,,
32405,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.45914721,7.587948837,0,,
32406,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.546919243,2.455247371,0,,
32407,27,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1.629020409,7.338419805,0,,
32408,61,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.95107598,8.159378322,0,,
32409,50,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,8.924468289,12.26859849,0,,
32410,37,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.689432513,2.728056402,0,,
32411,39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.075673912,7.810021584,0,,
32412,43,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4.854206565,9.733821845,0,,
32413,68,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.961140093,15.49056551,0,,
32414,37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.768837242,12.39442179,0,,
32415,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.189471966,0.241833559,0,,
32416,22,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3.766683406,0.826375895,0,,
32417,50,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.573223858,1.873647734,0,,
32418,56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.881602698,5.072874045,0,,
32419,42,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.000181019,0.912185034,0,,
32420,31,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9.495268526,1.844050937,0,,
32421,65,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.924993573,3.934509111,1,1.8,0 to 3
32422,35,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4.198645778,3.801816221,0,,
32423,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.920678695,14.82623177,0,,
32424,47,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.505762252,1.720088942,1,30.6,30 to 33
32425,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42962262,8.289752627,0,,
32426,37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.144778959,6.833651694,0,,
32427,43,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.122106173,4.076175367,0,,
32428,39,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2.970154359,7.11208109,0,,
32429,28,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,4.580919957,3.824883085,0,,
32430,31,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.339686474,1.827766778,1,7.2,6 to 9
32431,22,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.983651046,5.573336406,0,,
32432,58,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.860946014,0.352574752,0,,
32433,20,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.650427813,2.52514117,0,,
32434,29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.609267225,1.538224902,0,,
32435,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.625061361,4.323523922,0,,
32436,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.888783716,1.890701319,0,,
32437,33,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3.16512221,3.992964316,1,16.8,15 to 18
32438,58,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.240719474,10.40835049,0,,
32439,67,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.21668694,11.06007016,0,,
32440,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.757177996,1.256745519,0,,
32441,37,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.305426889,0.386868857,1,35.833333333333336,33 to 36
32442,44,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.925791206,0.012967678,0,,
32443,69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.259887666,5.197466814,0,,
32444,32,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.405169026,5.022389046,0,,
32445,20,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8.349262298,0.015974737,0,,
32446,35,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.578270965,6.207239667,1,30.733333333333334,30 to 33
32447,46,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,9.054554986,9.273965048,0,,
32448,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.232126865,0.83745421,1,12.133333333333333,12 to 15
32449,38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.416277795,6.392880007,0,,
32450,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,5.599070687,17.03693017,0,,
32451,29,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.312214549,0.976795152,0,,
32452,34,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,6.309306935,0.81707031,0,,
32453,62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.534631381,1.779790074,0,,
32454,37,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,4.392735552,3.193645062,0,,
32455,33,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1.16892906,3.403719509,0,,
32456,42,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.028975013,3.107520467,0,,
32457,53,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0795149,4.275601695,0,,
32458,32,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.922396851,2.13402444,0,,
32459,21,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2.17577888,0.632794648,0,,
32460,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.464528232,10.5155786,0,,
32461,62,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.283971858,5.94749596,1,13.3,12 to 15
32462,21,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.620573578,3.613145669,1,28.733333333333334,27 to 30
32463,57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.140687957,11.67152917,0,,
32464,62,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.380731796,6.477890795,0,,
32465,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.641333186,8.618542501,0,,
32466,43,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,4.398143992,0.648955234,1,29.633333333333333,27 to 30
32467,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.454858953,1.477129146,0,,
32468,50,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.911857825,3.350509822,0,,
32469,27,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,9.207071829,6.985376274,1,10.533333333333333,9 to 12
32470,42,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,3.072008438,8.086375356,0,,
32471,52,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.299499539,5.908016766,0,,
32472,29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.143210781,5.117748381,0,,
32473,58,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.261343542,0.286887697,0,,
32474,42,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.915087302,5.63082005,0,,
32475,35,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.384023322,1.02776416,0,,
32476,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936786056,5.866503064,0,,
32477,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.05648396,0.280597772,0,,
32478,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.672914518,3.235536139,0,,
32479,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.509543036,4.051201787,0,,
32480,34,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.556638025,10.3081731,0,,
32481,39,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.439551855,2.412114022,0,,
32482,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.84014447,10.25121475,0,,
32483,39,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.284043571,2.779749888,1,1.7,0 to 3
32484,39,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.030769729,5.648236417,1,20.8,18 to 21
32485,42,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.825043264,3.389720571,0,,
32486,30,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.280184493,1.02736854,0,,
32487,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.284915067,4.553124404,1,24.566666666666666,24 to 27
32488,39,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.352744448,2.229748543,0,,
32489,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.148230283,5.49569263,0,,
32490,35,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4.85365328,0.467255398,0,,
32491,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.53622996,6.047962546,0,,
32492,60,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.736352219,1.228329179,1,22.633333333333333,21 to 24
32493,52,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.814536383,6.493640058,0,,
32494,64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.982596698,1.713993578,0,,
32495,59,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.993981764,13.59097493,0,,
32496,77,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.095195923,15.27491758,0,,
32497,38,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.691737581,10.59205363,1,32.06666666666666,30 to 33
32498,27,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.138572215,5.764207743,1,19.0,18 to 21
32499,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.199280397,0.551914466,0,,
32500,35,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.380527555,1.402725256,0,,
32501,34,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.685351369,2.967857113,1,18.733333333333334,18 to 21
32502,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.040528333,0.456706243,0,,
32503,36,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1.725031846,7.060094151,1,12.466666666666667,12 to 15
32504,29,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,5.011563672,0.925654627,0,,
32505,42,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.994937805,1.242050052,0,,
32506,50,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.278418513,0.718603969,1,12.966666666666667,12 to 15
32507,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.726509637,8.544034767,0,,
32508,27,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.325948687,4.508199323,0,,
32509,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.808462244,2.017042588,0,,
32510,39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975747668,1.076957899,1,36.233333333333334,33 to 36
32511,47,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,4.007373468,1.532851173,0,,
32512,34,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.905221748,8.608370376,0,,
32513,41,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.188662089,6.13923464,0,,
32514,34,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.076851035,10.02735858,0,,
32515,33,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.217900533,6.412301631,0,,
32516,27,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.96760225,7.851630604,0,,
32517,28,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.24442479,2.411964286,0,,
32518,41,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.827818319,2.324473005,1,6.5,6 to 9
32519,52,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.758279224,3.961165326,0,,
32520,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119594592,7.657991768,0,,
32521,33,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.787576651,3.993814051,0,,
32522,50,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,5.904071279,1.219060844,0,,
32523,37,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.280278304,2.800821981,0,,
32524,42,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.084425884,4.477180718,0,,
32525,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.559260381,8.68094077,0,,
32526,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.766247805,4.350777961,1,10.766666666666667,9 to 12
32527,35,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,3.222081122,7.347180671,1,27.566666666666666,27 to 30
32528,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.345391423,0.828996664,0,,
32529,33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.004098487,11.1411211,0,,
32530,35,8,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0.339342767,7.74287229,1,15.666666666666666,15 to 18
32531,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.073964076,4.576835771,0,,
32532,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435967366,0.110793774,0,,
32533,28,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3.052140035,0.530852845,0,,
32534,40,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.366053236,1.511645272,0,,
32535,33,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.453379156,2.08879997,0,,
32536,46,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.940646327,5.505370129,0,,
32537,47,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4.455672079,0.62885689,0,,
32538,53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.594268293,4.661937734,0,,
32539,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.821550398,0.054825647,0,,
32540,38,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1.099798164,3.092486141,1,5.133333333333334,3 to 6
32541,42,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.197271851,11.08375367,0,,
32542,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.553282573,1.797067175,1,12.366666666666667,12 to 15
32543,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.825217358,16.68279426,0,,
32544,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.199906182,2.50500223,0,,
32545,49,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.555129984,8.887117621,0,,
32546,27,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.390180028,4.488201376,1,4.3,3 to 6
32547,43,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.802807916,2.379481053,0,,
32548,27,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.076389465,2.263700105,1,8.4,6 to 9
32549,32,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.383421901,0.182954414,0,,
32550,36,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,7.97142414,3.81036874,0,,
32551,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.189271449,4.468723341,0,,
32552,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.897158227,15.89985381,0,,
32553,44,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7.335029474,6.818794704,0,,
32554,28,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.424188088,6.466728617,0,,
32555,52,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.087561933,11.36379091,0,,
32556,37,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2.65060822,1.434233629,0,,
32557,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.15401142,9.276696881,0,,
32558,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.836818188,0.242312311,0,,
32559,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.62540403,0.403857668,0,,
32560,65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.722386064,1.530943266,0,,
32561,53,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.577223856,13.32016559,0,,
32562,27,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2.646693865,9.568790754,0,,
32563,25,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1.82052931,5.15789206,0,,
32564,37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.173705221,5.532137657,1,4.4,3 to 6
32565,20,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,2.805484124,9.678087108,0,,
32566,45,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,5.902443751,1.268212358,0,,
32567,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.772732639,1.897340937,0,,
32568,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.602974398,0.760667768,0,,
32569,46,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.665394905,0.633986668,0,,
32570,48,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8.635714046,1.957942769,0,,
32571,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1.312811429,1.954078529,0,,
32572,48,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.377048587,0.153501909,0,,
32573,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.337972486,2.443649677,0,,
32574,28,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0.175800491,2.44898094,0,,
32575,64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.477155044,0.390196906,0,,
32576,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7.53899401,5.434720661,0,,
32577,27,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1.078544141,14.41805967,1,14.966666666666667,12 to 15
32578,31,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.29106932,4.181558072,1,27.5,27 to 30
32579,29,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2.883400295,4.240001875,0,,
32580,39,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.381627438,9.173473764,0,,
32581,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.875731712,4.911745497,0,,
32582,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3.196611941,4.603192927,0,,
32583,37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.129958872,15.85371295,1,15.066666666666666,15 to 18
32584,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.719982789,1.760994195,0,,
32585,62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.370038729,11.01920329,0,,
32586,37,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2.645300322,3.119400469,0,,
32587,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.731299169,1.340752258,0,,
32588,42,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.059397179,5.277593977,0,,
32589,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.235161785,0.014909719,0,,
32590,43,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.719382717,1.057340611,0,,
32591,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.129636745,2.851785575,0,,
32592,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.005066771,1.069536012,0,,
32593,46,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.952872877,2.582906033,1,31.86666666666667,30 to 33
32594,58,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.487986708,0.801689594,0,,
32595,33,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0.258683228,4.252150342,0,,
32596,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.356863114,2.166978008,0,,
32597,22,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0.132618041,2.398068499,0,,
32598,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.589983652,0.459722508,0,,
32599,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.94384045,3.742755467,0,,
32600,22,2,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1.060130495,2.275189504,1,0.8,0 to 3
32601,43,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.113360476,7.106672367,0,,
32602,36,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.193493575,1.401046837,0,,
32603,27,10,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3.05974806,2.263934936,1,3.933333333333333,3 to 6
32604,42,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.549229161,2.505215087,0,,
32605,38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,10.48310855,0.049050639,0,,
32606,28,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1.446461658,0.044443369,1,18.8,18 to 21
32607,40,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.173480919,0.273045262,1,3.566666666666667,3 to 6
32608,38,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.085525916,0.261298146,0,,
32609,41,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.32310359,7.423030799,1,29.566666666666666,27 to 30
32610,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.305858338,2.75105723,0,,
32611,48,9,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.128306158,0.646087667,1,34.53333333333333,33 to 36
32612,39,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10.8463793,9.211170109,0,,
32613,21,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.059660402,4.775226079,1,4.9,3 to 6
32614,39,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3.703216164,2.681395514,0,,
32615,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.532796869,0.931917174,0,,
32616,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.123479428,3.586433732,1,12.5,12 to 15
32617,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.864455611,8.763992724,0,,
32618,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.041559293,4.677275468,0,,
32619,41,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.246658453,2.435434979,0,,
32620,47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.181002616,0.722643162,0,,
32621,41,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.603265534,3.429106424,1,6.533333333333333,6 to 9
32622,58,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.870705594,6.234635576,0,,
32623,33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.388223818,0.482127118,0,,
32624,36,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1.15978253,1.877873987,0,,
32625,57,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.599848754,0.838100113,0,,
32626,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.21980405,4.324483973,0,,
32627,35,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.22773403,24.72574354,0,,
